source,target
/live-job-role/senior-devops-engineer-2,https://talent.cloudemployee.io/live-job-role/senior-devops-engineer-2
/live-job-role/senior-salesface-developer,https://talent.cloudemployee.io/live-job-role/senior-salesface-developer
/live-job-role/sr-software-eng001,https://talent.cloudemployee.io/live-job-role/sr-software-eng001
/live-job-role/senior-ios-developer-2-416sr,https://talent.cloudemployee.io/live-job-role/senior-ios-developer-2-416sr
/live-job-role/senior-frontend-developer-14,https://talent.cloudemployee.io/live-job-role/senior-frontend-developer-14
/live-job-role/senior-data-engineer-201,https://talent.cloudemployee.io/live-job-role/senior-data-engineer-201
/live-job-role/python-developer-sr-level,https://talent.cloudemployee.io/live-job-role/python-developer-sr-level
/live-job-role/senior-software-engineer-vb6,https://talent.cloudemployee.io/live-job-role/senior-software-engineer-vb6
/live-job-role/senior-dotnet-developer-85260,https://talent.cloudemployee.io/live-job-role/senior-dotnet-developer-85260
/live-job-role/senior-mid-fullstack-engineer,https://talent.cloudemployee.io/live-job-role/senior-mid-fullstack-engineer
/live-job-role/senior-nuxt-vue-js-developer,https://talent.cloudemployee.io/live-job-role/senior-nuxt-vue-js-developer
/live-job-role/senior-dotnet-developer,https://talent.cloudemployee.io/live-job-role/senior-dotnet-developer
/live-job-role/senior-technical-developer-php-ad-tech,https://talent.cloudemployee.io/live-job-role/senior-technical-developer-php-ad-tech
/uk/live-job-role/full-stack-senior-engineer001,https://talent.cloudemployee.io/live-job-role/full-stack-senior-engineer001
/live-job-role/technical-cv-sourcing-specialist,https://talent.cloudemployee.io/live-job-role/technical-cv-sourcing-specialist
/live-job-role/seniorteam-lead-full-stack-php-developer,https://talent.cloudemployee.io/live-job-role/seniorteam-lead-full-stack-php-developer
/live-job-role/technical-lead,https://talent.cloudemployee.io/live-job-role/technical-lead
/uk/live-job-role/c-developer,https://talent.cloudemployee.io/live-job-role/c-developer
/uk/live-job-role/digital-commerce-associate-architect,https://talent.cloudemployee.io/live-job-role/digital-commerce-associate-architect
/uk/live-job-role/fullstack-software-engineer2,https://talent.cloudemployee.io/live-job-role/fullstack-software-engineer2
/uk/live-job-role/fullstack-vue-developer,https://talent.cloudemployee.io/live-job-role/fullstack-vue-developer
/uk/live-job-role/data-analyst,https://talent.cloudemployee.io/live-job-role/data-analyst
/uk/live-job-role/consultant-e-commerce-and-technology,https://talent.cloudemployee.io/live-job-role/consultant-e-commerce-and-technology
/uk/live-job-role/front-end-developer-mid-senior,https://talent.cloudemployee.io/live-job-role/front-end-developer-mid-senior
/live-job-role/software-engineer,https://talent.cloudemployee.io/live-job-role/software-engineer
/uk/live-job-role/fullstack-net-developer11,https://talent.cloudemployee.io/live-job-role/fullstack-net-developer11
/uk/live-job-role/full-stack-senior-engineer-2,https://talent.cloudemployee.io/live-job-role/full-stack-senior-engineer-2
/uk/live-job-role/frontend-software-engineer000,https://talent.cloudemployee.io/live-job-role/frontend-software-engineer000
/live-job-role/test-engineer,https://talent.cloudemployee.io/live-job-role/test-engineer
/uk/live-job-role/full-stack-net-developer12,https://talent.cloudemployee.io/live-job-role/full-stack-net-developer12
/uk/live-job-role/fullstack-developer-mid---sr,https://talent.cloudemployee.io/live-job-role/fullstack-developer-mid---sr
/uk/live-job-role/fullstack-developer222,https://talent.cloudemployee.io/live-job-role/fullstack-developer222
/live-job-role/strategy-operations-manager,https://talent.cloudemployee.io/live-job-role/strategy-operations-manager
/uk/live-job-role/cms-backend-administrator,https://talent.cloudemployee.io/live-job-role/cms-backend-administrator
/live-job-role/solution-architect-e-commerce,https://talent.cloudemployee.io/live-job-role/solution-architect-e-commerce
/live-job-role/software-qa-test-engineer,https://talent.cloudemployee.io/live-job-role/software-qa-test-engineer
/live-job-role/solutions-architect,https://talent.cloudemployee.io/live-job-role/solutions-architect
/uk/live-job-role/data-scientist-01,https://talent.cloudemployee.io/live-job-role/data-scientist-01
/uk/live-job-role/enterprise-architect,https://talent.cloudemployee.io/live-job-role/enterprise-architect
/live-job-role/ios-developer,https://talent.cloudemployee.io/live-job-role/ios-developer
/live-job-role/transformation-project-manager,https://talent.cloudemployee.io/live-job-role/transformation-project-manager
/live-job-role/shopify-team-lead,https://talent.cloudemployee.io/live-job-role/shopify-team-lead
/uk/live-job-role/core-ios-developer,https://talent.cloudemployee.io/live-job-role/core-ios-developer
/uk/live-job-role/core-android-developer1,https://talent.cloudemployee.io/live-job-role/core-android-developer1
/live-job-role/technical-customer-success-specialist,https://talent.cloudemployee.io/live-job-role/technical-customer-success-specialist
/uk/live-job-role/aws-devops-engineer,https://talent.cloudemployee.io/live-job-role/aws-devops-engineer
/uk/live-job-role/ai-engineer,https://talent.cloudemployee.io/live-job-role/ai-engineer
/uk/live-job-role/backend-software-engineer-php,https://talent.cloudemployee.io/live-job-role/backend-software-engineer-php
/uk/live-job-role/backend-developer-python-devops-terraform,https://talent.cloudemployee.io/live-job-role/backend-developer-python-devops-terraform
/live-job-role/ui-ux-designer,https://talent.cloudemployee.io/live-job-role/ui-ux-designer
/uk/live-job-role/business-development-representative-bdr,https://talent.cloudemployee.io/live-job-role/business-development-representative-bdr
/uk/live-job-role/data-engineer,https://talent.cloudemployee.io/live-job-role/data-engineer
/live-job-role/ui-engineer-frontend-developer,https://talent.cloudemployee.io/live-job-role/ui-engineer-frontend-developer
/live-job-role/talent-acquisition-specialist,https://talent.cloudemployee.io/live-job-role/talent-acquisition-specialist
/uk/live-job-role/devops-cloud-infrastructure-engineer,https://talent.cloudemployee.io/live-job-role/devops-cloud-infrastructure-engineer
/uk/live-job-role/senior-fullstack-php-laravel-developer,https://talent.cloudemployee.io/live-job-role/senior-fullstack-php-laravel-developer
/uk/live-job-role/senior-fullstack-javascript-developer,https://talent.cloudemployee.io/live-job-role/senior-fullstack-javascript-developer
/uk/live-job-role/mid-level-3d-artist,https://talent.cloudemployee.io/live-job-role/mid-level-3d-artist
/uk/live-job-role/project-manager-2,https://talent.cloudemployee.io/live-job-role/project-manager-2
/uk/live-job-role/senior-data-engineer,https://talent.cloudemployee.io/live-job-role/senior-data-engineer
/uk/live-job-role/senior-full-stack-developer,https://talent.cloudemployee.io/live-job-role/senior-full-stack-developer
/uk/live-job-role/senior-data-engineer-202,https://talent.cloudemployee.io/live-job-role/senior-data-engineer-202
/uk/live-job-role/senior-backend-api-developer,https://talent.cloudemployee.io/live-job-role/senior-backend-api-developer
/uk/live-job-role/senior-drupal-developer011,https://talent.cloudemployee.io/live-job-role/senior-drupal-developer011
/uk/live-job-role/senior-frontend-engineer-web3-next-js,https://talent.cloudemployee.io/live-job-role/senior-frontend-engineer-web3-next-js
/uk/live-job-role/senior-flutter-developer,https://talent.cloudemployee.io/live-job-role/senior-flutter-developer
/uk/live-job-role/pmo-analyst-manager,https://talent.cloudemployee.io/live-job-role/pmo-analyst-manager
/uk/live-job-role/part-time-manual-qa-tester-ph,https://talent.cloudemployee.io/live-job-role/part-time-manual-qa-tester-ph
/uk/live-job-role/qa-engineer-2,https://talent.cloudemployee.io/live-job-role/qa-engineer-2
/uk/live-job-role/senior-net-developer-with-blazor,https://talent.cloudemployee.io/live-job-role/senior-net-developer-with-blazor
/uk/live-job-role/senior-devops-engineer-2,https://talent.cloudemployee.io/live-job-role/senior-devops-engineer-2
/uk/live-job-role/mobile-and-web-developer-react-and-react-native,https://talent.cloudemployee.io/live-job-role/mobile-and-web-developer-react-and-react-native
/uk/live-job-role/senior-data-engineer-200,https://talent.cloudemployee.io/live-job-role/senior-data-engineer-200
/uk/live-job-role/senior-devops-engineer-3,https://talent.cloudemployee.io/live-job-role/senior-devops-engineer-3
/uk/live-job-role/senior-fullstack-engineer-ngx8q,https://talent.cloudemployee.io/live-job-role/senior-fullstack-engineer-ngx8q
/uk/live-job-role/senior-azure-devops-engineer,https://talent.cloudemployee.io/live-job-role/senior-azure-devops-engineer
/uk/live-job-role/growth-ae,https://talent.cloudemployee.io/live-job-role/growth-ae
/uk/live-job-role/machine-learning-engineer,https://talent.cloudemployee.io/live-job-role/machine-learning-engineer
/uk/live-job-role/qa-automation-engineer-fobdm,https://talent.cloudemployee.io/live-job-role/qa-automation-engineer-fobdm
/uk/live-job-role/senior-frontend-developer-15,https://talent.cloudemployee.io/live-job-role/senior-frontend-developer-15
/uk/live-job-role/senior-android-developer,https://talent.cloudemployee.io/live-job-role/senior-android-developer
/uk/live-job-role/junior-data-engineer-mid-level-python-developer,https://talent.cloudemployee.io/live-job-role/junior-data-engineer-mid-level-python-developer
/uk/live-job-role/senior-frontend-developer-14,https://talent.cloudemployee.io/live-job-role/senior-frontend-developer-14
/uk/live-job-role/sql-server-database-administrator-dba,https://talent.cloudemployee.io/live-job-role/sql-server-database-administrator-dba
/uk/live-job-role/senior-full-stack-net-blazor-developer,https://talent.cloudemployee.io/live-job-role/senior-full-stack-net-blazor-developer
/uk/live-job-role/senior-backend-engineer1,https://talent.cloudemployee.io/live-job-role/senior-backend-engineer1
/uk/live-job-role/senior-data-engineer-201,https://talent.cloudemployee.io/live-job-role/senior-data-engineer-201
/uk/live-job-role/scrum-master-thdgt,https://talent.cloudemployee.io/live-job-role/scrum-master-thdgt
/uk/live-job-role/lead-full-stack-developer,https://talent.cloudemployee.io/live-job-role/lead-full-stack-developer
/uk/live-job-role/qa-engineer1,https://talent.cloudemployee.io/live-job-role/qa-engineer1
/uk/live-job-role/hubspot-crm-specialist,https://talent.cloudemployee.io/live-job-role/hubspot-crm-specialist
/uk/live-job-role/qa-engineer---manual-automation-technical-documentation,https://talent.cloudemployee.io/live-job-role/qa-engineer---manual-automation-technical-documentation
/uk/live-job-role/mid-senior-net-developer,https://talent.cloudemployee.io/live-job-role/mid-senior-net-developer
/uk/live-job-role/scrum-master,https://talent.cloudemployee.io/live-job-role/scrum-master
/uk/live-job-role/talent-acquisition-specialist,https://talent.cloudemployee.io/live-job-role/talent-acquisition-specialist
/uk/live-job-role/senior-technical-writer,https://talent.cloudemployee.io/live-job-role/senior-technical-writer
/uk/live-job-role/senior-technical-developer-php-ad-tech,https://talent.cloudemployee.io/live-job-role/senior-technical-developer-php-ad-tech
/uk/live-job-role/senior-salesface-developer,https://talent.cloudemployee.io/live-job-role/senior-salesface-developer
/uk/live-job-role/senior-ui-developer-with-umbraco,https://talent.cloudemployee.io/live-job-role/senior-ui-developer-with-umbraco
/uk/live-job-role/sr-software-eng001,https://talent.cloudemployee.io/live-job-role/sr-software-eng001
/uk/live-job-role/senior-software-engineer-vb6,https://talent.cloudemployee.io/live-job-role/senior-software-engineer-vb6
/uk/live-job-role/seniorlead-backend-developer-brazil,https://talent.cloudemployee.io/live-job-role/seniorlead-backend-developer-brazil
/uk/live-job-role/senior-qa-engineer,https://talent.cloudemployee.io/live-job-role/senior-qa-engineer
/uk/live-job-role/senior-ios-developer-2-416sr,https://talent.cloudemployee.io/live-job-role/senior-ios-developer-2-416sr
/uk/live-job-role/solution-architect-e-commerce,https://talent.cloudemployee.io/live-job-role/solution-architect-e-commerce
/uk/live-job-role/senior-software-developer-php-laravel,https://talent.cloudemployee.io/live-job-role/senior-software-developer-php-laravel
/uk/live-job-role/seniorlead-backend-developer,https://talent.cloudemployee.io/live-job-role/seniorlead-backend-developer
/uk/live-job-role/senior-web-developer-react-wordpress,https://talent.cloudemployee.io/live-job-role/senior-web-developer-react-wordpress
/uk/live-job-role/seniorteam-lead-full-stack-php-developer,https://talent.cloudemployee.io/live-job-role/seniorteam-lead-full-stack-php-developer
/uk/live-job-role/senior-video-editor,https://talent.cloudemployee.io/live-job-role/senior-video-editor
/uk/live-job-role/strategy-operations-manager,https://talent.cloudemployee.io/live-job-role/strategy-operations-manager
/uk/live-job-role/senior-mid-fullstack-engineer,https://talent.cloudemployee.io/live-job-role/senior-mid-fullstack-engineer
/uk/live-job-role/technical-lead,https://talent.cloudemployee.io/live-job-role/technical-lead
/uk/live-job-role/solutions-architect,https://talent.cloudemployee.io/live-job-role/solutions-architect
/uk/live-job-role/software-engineer,https://talent.cloudemployee.io/live-job-role/software-engineer
/uk/live-job-role/technical-cv-sourcing-specialist,https://talent.cloudemployee.io/live-job-role/technical-cv-sourcing-specialist
/uk/live-job-role/senior-integrations-developer,https://talent.cloudemployee.io/live-job-role/senior-integrations-developer
/uk/live-job-role/senior-integration-backend-developer,https://talent.cloudemployee.io/live-job-role/senior-integration-backend-developer
/uk/live-job-role/senior-hr-business-partner,https://talent.cloudemployee.io/live-job-role/senior-hr-business-partner
/uk/live-job-role/python-developer-sr-level,https://talent.cloudemployee.io/live-job-role/python-developer-sr-level
/uk/live-job-role/senior-qa-tester-q3qlf,https://talent.cloudemployee.io/live-job-role/senior-qa-tester-q3qlf
/uk/live-job-role/senior-dotnet-developer-85260,https://talent.cloudemployee.io/live-job-role/senior-dotnet-developer-85260
/uk/live-job-role/senior-ios-developer,https://talent.cloudemployee.io/live-job-role/senior-ios-developer
/uk/live-job-role/senior-fullstack-python-developer-with-react,https://talent.cloudemployee.io/live-job-role/senior-fullstack-python-developer-with-react
/uk/live-job-role/senior-dotnet-developer,https://talent.cloudemployee.io/live-job-role/senior-dotnet-developer
/uk/live-job-role/senior-salesforce-developer01,https://talent.cloudemployee.io/live-job-role/senior-salesforce-developer01
/uk/live-job-role/senior-qa-tester,https://talent.cloudemployee.io/live-job-role/senior-qa-tester
/uk/live-job-role/senior-qa-tester-manual-and-automation,https://talent.cloudemployee.io/live-job-role/senior-qa-tester-manual-and-automation
/uk/live-job-role/senior-quality-assurance-engineer,https://talent.cloudemployee.io/live-job-role/senior-quality-assurance-engineer
/uk/live-job-role/senior-python-developer,https://talent.cloudemployee.io/live-job-role/senior-python-developer
/uk/live-job-role/senior-laravel-developer,https://talent.cloudemployee.io/live-job-role/senior-laravel-developer
/uk/live-job-role/technical-customer-success-specialist,https://talent.cloudemployee.io/live-job-role/technical-customer-success-specialist
/uk/live-job-role/senior-nuxt-vue-js-developer,https://talent.cloudemployee.io/live-job-role/senior-nuxt-vue-js-developer
/uk/live-job-role/software-qa-test-engineer,https://talent.cloudemployee.io/live-job-role/software-qa-test-engineer
/uk/live-job-role/shopify-team-lead,https://talent.cloudemployee.io/live-job-role/shopify-team-lead
/ph/live-job-role/data-engineer,https://talent.cloudemployee.io/live-job-role/data-engineer
/uk/live-job-role/test-engineer,https://talent.cloudemployee.io/live-job-role/test-engineer
/uk/live-job-role/ui-engineer-frontend-developer,https://talent.cloudemployee.io/live-job-role/ui-engineer-frontend-developer
/ph/live-job-role/growth-ae,https://talent.cloudemployee.io/live-job-role/growth-ae
/ph/live-job-role/full-stack-net-developer12,https://talent.cloudemployee.io/live-job-role/full-stack-net-developer12
/ph/live-job-role/data-scientist-01,https://talent.cloudemployee.io/live-job-role/data-scientist-01
/ph/live-job-role/fullstack-developer-mid---sr,https://talent.cloudemployee.io/live-job-role/fullstack-developer-mid---sr
/ph/live-job-role/lead-full-stack-developer,https://talent.cloudemployee.io/live-job-role/lead-full-stack-developer
/ph/live-job-role/backend-developer-python-devops-terraform,https://talent.cloudemployee.io/live-job-role/backend-developer-python-devops-terraform
/ph/live-job-role/devops-cloud-infrastructure-engineer,https://talent.cloudemployee.io/live-job-role/devops-cloud-infrastructure-engineer
/ph/live-job-role/fullstack-developer222,https://talent.cloudemployee.io/live-job-role/fullstack-developer222
/ph/live-job-role/enterprise-architect,https://talent.cloudemployee.io/live-job-role/enterprise-architect
/ph/live-job-role/hubspot-crm-specialist,https://talent.cloudemployee.io/live-job-role/hubspot-crm-specialist
/ph/live-job-role/mid-senior-net-developer,https://talent.cloudemployee.io/live-job-role/mid-senior-net-developer
/ph/live-job-role/frontend-software-engineer000,https://talent.cloudemployee.io/live-job-role/frontend-software-engineer000
/ph/live-job-role/pmo-analyst-manager,https://talent.cloudemployee.io/live-job-role/pmo-analyst-manager
/ph/live-job-role/project-manager-2,https://talent.cloudemployee.io/live-job-role/project-manager-2
/ph/live-job-role/part-time-manual-qa-tester-ph,https://talent.cloudemployee.io/live-job-role/part-time-manual-qa-tester-ph
/ph/live-job-role/cms-backend-administrator,https://talent.cloudemployee.io/live-job-role/cms-backend-administrator
/ph/live-job-role/digital-commerce-associate-architect,https://talent.cloudemployee.io/live-job-role/digital-commerce-associate-architect
/ph/live-job-role/front-end-developer-mid-senior,https://talent.cloudemployee.io/live-job-role/front-end-developer-mid-senior
/ph/live-job-role/mid-level-3d-artist,https://talent.cloudemployee.io/live-job-role/mid-level-3d-artist
/ph/live-job-role/full-stack-senior-engineer-2,https://talent.cloudemployee.io/live-job-role/full-stack-senior-engineer-2
/ph/live-job-role/fullstack-software-engineer2,https://talent.cloudemployee.io/live-job-role/fullstack-software-engineer2
/ph/live-job-role/mobile-and-web-developer-react-and-react-native,https://talent.cloudemployee.io/live-job-role/mobile-and-web-developer-react-and-react-native
/ph/live-job-role/data-analyst,https://talent.cloudemployee.io/live-job-role/data-analyst
/ph/live-job-role/fullstack-vue-developer,https://talent.cloudemployee.io/live-job-role/fullstack-vue-developer
/ph/live-job-role/consultant-e-commerce-and-technology,https://talent.cloudemployee.io/live-job-role/consultant-e-commerce-and-technology
/ph/live-job-role/business-development-representative-bdr,https://talent.cloudemployee.io/live-job-role/business-development-representative-bdr
/ph/live-job-role/fullstack-net-developer11,https://talent.cloudemployee.io/live-job-role/fullstack-net-developer11
/ph/live-job-role/full-stack-senior-engineer001,https://talent.cloudemployee.io/live-job-role/full-stack-senior-engineer001
/ph/live-job-role/junior-data-engineer-mid-level-python-developer,https://talent.cloudemployee.io/live-job-role/junior-data-engineer-mid-level-python-developer
/ph/live-job-role/ai-engineer,https://talent.cloudemployee.io/live-job-role/ai-engineer
/ph/live-job-role/c-developer,https://talent.cloudemployee.io/live-job-role/c-developer
/ph/live-job-role/aws-devops-engineer,https://talent.cloudemployee.io/live-job-role/aws-devops-engineer
/ph/live-job-role/machine-learning-engineer,https://talent.cloudemployee.io/live-job-role/machine-learning-engineer
/uk/live-job-role/ios-developer,https://talent.cloudemployee.io/live-job-role/ios-developer
/uk/live-job-role/ui-ux-designer,https://talent.cloudemployee.io/live-job-role/ui-ux-designer
/uk/live-job-role/transformation-project-manager,https://talent.cloudemployee.io/live-job-role/transformation-project-manager
/ph/live-job-role/core-ios-developer,https://talent.cloudemployee.io/live-job-role/core-ios-developer
/ph/live-job-role/core-android-developer1,https://talent.cloudemployee.io/live-job-role/core-android-developer1
/ph/live-job-role/backend-software-engineer-php,https://talent.cloudemployee.io/live-job-role/backend-software-engineer-php
/ph/live-job-role/senior-dotnet-developer-85260,https://talent.cloudemployee.io/live-job-role/senior-dotnet-developer-85260
/ph/live-job-role/senior-frontend-developer-14,https://talent.cloudemployee.io/live-job-role/senior-frontend-developer-14
/ph/live-job-role/senior-frontend-developer-15,https://talent.cloudemployee.io/live-job-role/senior-frontend-developer-15
/ph/live-job-role/senior-devops-engineer-3,https://talent.cloudemployee.io/live-job-role/senior-devops-engineer-3
/ph/live-job-role/senior-data-engineer-201,https://talent.cloudemployee.io/live-job-role/senior-data-engineer-201
/ph/live-job-role/senior-backend-engineer1,https://talent.cloudemployee.io/live-job-role/senior-backend-engineer1
/ph/live-job-role/senior-azure-devops-engineer,https://talent.cloudemployee.io/live-job-role/senior-azure-devops-engineer
/ph/live-job-role/senior-integrations-developer,https://talent.cloudemployee.io/live-job-role/senior-integrations-developer
/ph/live-job-role/senior-data-engineer,https://talent.cloudemployee.io/live-job-role/senior-data-engineer
/ph/live-job-role/qa-engineer1,https://talent.cloudemployee.io/live-job-role/qa-engineer1
